0	1	2	3	4	5	6	7	8	9	10	11
NPIPL1	RP11-17A1.2	MED13	TEX10	DBNDD1	CHIT1	AC034193.1	KCNK17	FOXO1	ITPRIPL2	SLCO3A1	ABAT
HS3ST4	CAPRIN1	TUBD1	TEX10	RP11-356C4.2	UBE2T	WNT7A	PNPLA1	TNFSF11	C16orf62	FANCI	NUDT16L1
CCDC101	KCNA4	TUBD1	C9orf174	RP11-356C4.2	SLC45A3	BTD	PNPLA1	KL	RP11-467M13.1	TICRR	VASN
NUPR1	CSTF3	RAD51C	TMEFF1	PRDM7	LRRN2	LSM3	KCTD20	RFXAP	XYLT1	PLIN1	FAM86A
GSG1L	FIBIN	NACA2	GALNT12	FANCA	BTG2	SLC6A6	CLPSL1	FREM2	MYH11	BLM	CARHSP1
CCDC101	CD59	TRIM37	ZNF189	AC133919.6	NFASC	COLQ	COX6A1P2	KBTBD6	IQCK	RCCD1	AC012676.1
CTD-3203P2.2	CAPRIN1	BRIP1	TEX10	RP11-356C4.2	FMOD	NR2C2	PIM1	SMAD9	SYT17	SLCO3A1	DNAJA3
ARHGAP17	CCDC73	SMG8	HABP4	FANCA	KDM5B	HDAC11	KIF6	NHLRC3	C16orf88	NGRN	NLRC3
IL21R	KIAA1549L	DCAF7	MSANTD3	DBNDD1	CDK18	SH3BP5	RAB44	EXOSC8	ERCC4	WDR93	NUDT16L1
IL27	ABTB2	SKA2	KRT8P11	CENPBD1	BTG2	ZFYVE20	RPL10A	ELF1	FOPNL	TICRR	ABAT
HS3ST4	LGR4	BCAS3	ZNF189	DBNDD1	PPP1R12B	IQSEC1	BTBD9	RGCC	ARL6IP1	RCCD1	ABAT
PRKCB	LMO2	HEATR6	MSANTD3-TMEFF1	SPIRE2	KDM5B	HRH1	GLO1	RFXAP	CTD-2349B8.1	TTLL13	RBFOX1
SH2B1	LGR4	RAD51C	DKFZP434H0512	TCF25	REN	MRPS25	KCNK17	UFM1	RP11-719K4.2	ANPEP	AC012676.1
AQP8	BDNF	APOH	TMOD1	C16orf3	CNTN2	RAF1	PPIL1	SUGT1P3	NTAN1	CRTC3	PMM2
GTF3C1	DCDC5	APPBP2	HEMGN	FANCA	ZC3H11A	ATP2B2	KIF6	RFC3	CCP110	AC016251.1	C16orf89
IL21R	BBOX1	LIMD2	FANCC	FANCA	OPTC	MKRN2-AS1	BTBD9	LHFP	FOPNL	TICRR	PAM16
SBK1	CCDC34	CSHL1	TRIM14	C16orf3	CNTN2	HDAC11	SAYSD1	SPG20OS	SYT17	RP11-82I10.1	NLRC3
ARHGAP17	FBXO3	CSHL1	ZNF782	TCF25	PIK3C2B	TATDN2	MAPK13	FAM216B	ARL6IP1	AC016251.1	NUDT16L1
RBBP6	LMO2	LRRC37A3	XPA	MC1R	KLHDC8A	MKRN2-AS1	RNF8	STARD13	CTD-2349B8.1	RHCG	ALG1
BOLA2	MPPED2	RPS6KB1	SEC61B	DBNDD1	MYBPH	CAND2	CLPSL1	PROSER1	NTAN1	FES	AC012676.1
ERN2	FBXO3	PRR11	FANCC	PRDM7	TMEM81	NR2C2	PIM1	MRPS31	ABCC1	FANCI	C16orf72
SNX29P2	WT1	PRKCA	ZNF367	FANCA	PPP1R12B	RAF1	CCDC167	RGCC	C16orf88	GABARAPL3	NMRAL1
IL4R	METTL15	C17orf72	PTCH1	SPIRE2	TMEM183A	XPC	TMEM217	KL	ERCC4	RCCD1	AC012676.1
CTD-3203P2.2	KCNA4	CEP95	HIATL2	MC1R	UBE2T	XPC	CCDC167	EXOSC8	ARL6IP1	AC016251.1	CARHSP1
KIAA0556	DEPDC7	CACNG5	NCBP1	SPIRE2	AC119673.1	VHL	TULP1	BRCA2	AC092291.2	KIF7	NAGPA
KDM8	DEPDC7	BCAS3	ZNF189	DEF8	CNTN2	TMEM43	PPARD	DCLK1	CLEC19A	CRTC3	ADCY9
IL27	BDNF	CACNG5	ZNF782	GAS8	ETNK2	HACL1	KCNK16	UFM1	TMC5	ANPEP	PPL
PLK1	C11orf91	LIMD2	AAED1	PRDM7	LEMD1	BTD	KCNK17	RGCC	C16orf62	FURIN	C16orf72
DCTN5	LIN7C	STRADA	TSTD2	DEF8	MDM4	MKRN2	RPL10A	FAM216B	PDILT	VPS33B	PPL
GTF3C1	DCDC5	CCDC47	LPPR1	GAS8	TMEM183A	CAPN7	PXT1	DGKH	NPIP	WDR93	NAGPA
TNRC6A	QSER1	CSH1	TBC1D2	FANCA	TMCC2	FBLN2	CCDC167	AL133318.1	RP11-719K4.2	C15orf38	C16orf89
SBK1	GAS2	CTD-2535L24.2	GABBR2	PRDM7	SYT2	TIMP4	SAYSD1	SPG20	NOMO2	SV2B	RP11-297M9.1
NPIPL1	RCN1	POLG2	AAED1	DBNDD1	AC119673.1	TMEM40	PPIL1	FAM216B	SHISA9	MCTP2	CDIP1
SULT1A2	SVIP	ICAM2	LPPR1	CENPBD1	PLEKHA6	SYN2	PIM1	ELF1	SHISA9	WDR93	ADCY9
SNX29P2	SLC17A6	METTL2A	TMEFF1	SPIRE2	OPTC	AC034193.1	KCNK5	NAA16	UMOD	SV2B	C16orf89
NFATC2IP	PRRG4	METTL2A	ANKS6	RP11-356C4.2	MYOG	CAND2	ARMC12	TNFSF11	MYH11	NR2F2	SEC14L5
ATP2A1	LGR4	USP32	GABBR2	GAS8	ETNK2	FANCD2	ETV7	SPG20OS	GPRC5B	MESP2	GLIS2
BOLA2	ARL14EP	ERN1	NANS	C16orf3	MDM4	MRPS25	DAAM2	KBTBD7	CLEC19A	FURIN	SLX4
LCMT1	CCDC34	C17orf82	C9orf156	PRDM7	KDM5B	TMEM43	COX6A1P2	WBP4	RRN3	UNC45A	EMP2
KIAA0556	FANCF	POLG2	C9orf174	AC133919.6	REN	NR2C2	KCTD20	POSTN	NOMO2	RP11-82I10.1	DNAJA3
DCTN5	LUZP2	CEP95	LPPR1	PRDM7	TMCC2	CAND2	PXT1	FAM216B	NTAN1	C15orf32	DNASE1
SULT1A1	BDNF	LRRC37A3	ZNF189	DEF8	KLHDC8A	ATP2B2	PPARD	LHFP	CCP110	SPATA8	CDIP1
IL27	KIF18A	GH2	TSTD2	DEF8	LAX1	HACL1	DNAH8	SLC25A15	UMOD	CRTC3	FAM86A
IL27	MPPED2	APPBP2	ZNF367	TCF25	PPP1R15B	XPC	GLO1	AL133318.1	MYH11	BLM	ROGDI
ERN2	AC132216.1	ICAM2	GALNT12	PRDM7	TMCC2	CHCHD4	PIM1	FAM48A	MYH11	SEMA4B	ANKS3
IL21R	TCP11L1	CACNG4	BAAT	MC1R	LAX1	SLC6A1	PPIL1	LHFP	TMC7	FANCI	C16orf96
BOLA2	FSHB	DHX40	C9orf174	AC133919.6	ADORA1	BTD	KCNK16	EXOSC8	GPR139	FES	EMP2
AQP8	CCDC73	BRIP1	TBC1D2	CENPBD1	KISS1	SLC6A1	SRSF3	POSTN	NDE1	MCTP2	C16orf72
GSG1L	IMMP1L	POLG2	TEX10	FANCA	TMCC2	MRPS25	GLP1R	SPG20OS	BFAR	ZNF710	SRL
CTD-3203P2.2	EIF3M	DHX40	KRT8P11	MC1R	TMCC2	WNT7A	KIF6	KBTBD6	ABCC1	AC087477.1	NLRC3
NFATC2IP	KIAA1549L	DDX5	CTSL2	AC133919.6	ATP2B4	CAPN7	PXT1	AKAP11	SHISA9	UNC45A	NMRAL1
SNX29P2	RCN1	CTD-2510F5.6	BAAT	RP11-356C4.2	KLHDC8A	SH3BP5	TBC1D22B	CCNA1	FOPNL	SPATA8	TMEM186
NFATC2IP	MUC15	DHX40	DKFZP434H0512	TCF25	ZBED6	TMEM43	PPARD	SOHLH2	NOMO3	CRTC3	SEC14L5
GTF3C1	ELF5	CD79B	NCBP1	C16orf3	SYT2	FGD5	RNF8	MAB21L1	PARN	RGMA	EMP2
IL21R	FSHB	CEP112	TRIM14	RP11-356C4.2	PPP1R15B	NUP210	BRPF3	COG6	MKL2	C15orf38	USP7
XPO6	CCDC34	KCNH6	CORO2A	RP11-356C4.2	KDM5B	PPARG	GLO1	TNFSF11	MYH11	PEX11A	EMP2
SBK1	EHF	PRR11	MURC	C16orf3	ETNK2	SEC13	CLPS	CSNK1A1L	AC092291.2	AC087477.1	RBFOX1
LCMT1	CCDC73	HEATR6	DKFZP434H0512	GAS8	FMOD	ATP2B2	LHFPL5	SERTM1	RP11-719K4.1	PLIN1	RP11-127I20.4
CHP2	PAX6	CD79B	XPA	FANCA	TMEM81	C3orf20	LHFPL5	STOML3	NOMO3	NR2F2	NAGPA
KDM8	FBXO3	CSH1	NCBP1	DBNDD1	CYB5R1	TPRXL	BRPF3	SOHLH2	C16orf88	VPS33B	TMEM186
EIF3C	MUC15	DCAF7	BAAT	FANCA	AC119673.1	FGD5	TEAD3	CCDC169-SOHLH2	ERCC4	GDPGP1	TFAP4
GSG1L	PAX6	TUBD1	CDC14B	FANCA	PLEKHA6	FANCD2OS	TEAD3	TNFSF11	ABCC1	C15orf32	DNAJA3
CD19	PRRG4	FTSJ3	COL15A1	MC1R	PRELP	COLQ	GLP1R	EXOSC8	NTAN1	BLM	GLYR1
PALB2	SLC17A6	SMG8	MSANTD3-TMEFF1	DBNDD1	LRRN2	ZFYVE20	GLP1R	SMAD9	SHISA9	SLCO3A1	CDIP1
KIAA0556	C11orf91	GNA13	ZNF510	DBNDD1	ZC3H11A	ATP2B2	TBC1D22B	EXOSC8	MKL2	TTLL13	AC012676.1
CTD-3203P2.2	FANCF	CACNG4	TSTD2	TCF25	CNTN2	NR2C2	KIF6	POSTN	SYT17	FANCI	C16orf89
ZKSCAN2	SVIP	CD79B	C9orf156	MC1R	LRRN2	GHRL	DAAM2	AL133318.1	ITPRIPL2	IDH2	ADCY9
GSG1L	CD59	AXIN2	C9orf156	MC1R	GOLT1A	RPL32	FANCE	KBTBD6	ABCC1	C15orf38	CARHSP1
NPIPL1	RP11-17A1.2	C17orf82	DKFZP434H0512	C16orf3	FMOD	FANCD2	PIM1	SMAD9	NPIPP1	PEX11A	SLX4
ERN2	BDNF	TBX4	INVS	PRDM7	MYOG	FANCD2	CLPSL1	UFM1	PDILT	TTLL13	GRIN2A
ZKSCAN2	WT1	CSH2	MSANTD3	DBNDD1	PRELP	TIMP4	MAPK14	SMAD9	PARN	C15orf38	ROGDI
IL4R	TCP11L1	CACNG5	MRPL50	GAS8	OPTC	SLC6A6	CDKN1A	AL133318.1	PDXDC1	AP3S2	NUDT16L1
EIF3CL	LUZP2	CSH2	TMOD1	C16orf3	FMOD	ATG7	PXT1	FOXO1	C16orf62	TTLL13	ZNF500
ERN2	FANCF	CACNG1	TGFBR1	C16orf3	ZC3H11A	ATG7	BRPF3	POSTN	FOPNL	PEX11A	ABAT
SULT1A2	METTL15	TBX2	HABP4	MC1R	NFASC	COLQ	RPL10A	MRPS31	RPS15A	NR2F2	TEKT5
IL27	IMMP1L	VMP1	LPPR1	FANCA	ZBED6	SLC6A11	PI16	NAA16	PARN	FES	GLYR1
CD19	CD59	CEP95	GALNT12	FANCA	PPP1R15B	HDAC11	RAB44	CSNK1A1L	AC092291.2	MESP1	C16orf89
IL4R	LIN7C	GH1	GALNT12	CENPBD1	RBBP5	MRPS25	TEAD3	MRPS31	ARL6IP1	KIF7	C16orf96
CACNG3	WT1	STRADA	NR4A3	C16orf3	CHI3L1	HACL1	RPL10A	VWA8	RPS15A	MAN2A2	VASN
NFATC2IP	PAX6	YPEL2	NR4A3	FANCA	TMEM81	CAND2	C6orf89	CSNK1A1L	NOMO2	KIF7	FAM100A
HS3ST4	KCNA4	TANC2	ZNF782	CENPBD1	BTG2	MKRN2-AS1	C6orf89	CCDC169-SOHLH2	TMC5	RGMA	C16orf89
ARHGAP17	ELP4	USP32	ALG2	FANCA	LRRN2	TSEN2	DNAH8	CCNA1	ABCC1	BLM	CORO7
HS3ST4	MUC15	CA4	MRPL50	DBNDD1	SNRPE	CHCHD4	STK38	UFM1	RRN3	POLG	SLX4
ATP2A1	METTL15	CTD-2535L24.2	COL15A1	C16orf3	TMEM183A	SYN2	RNF8	WBP4	MKL2	MAN2A2	TMEM114
EIF3CL	SLC5A12	RP11-15E18.4	MRPL50	TCF25	KLHDC8A	CCDC174	TBC1D22B	N4BP2L2	IQCK	SEMA4B	MGRN1
ZKSCAN2	FANCF	TACO1	FANCC	C16orf3	UBE2T	TATDN2	FKBP5	RFC3	GP2	SEMA4B	PMM2
ARHGAP17	PAX6	SMG8	TMOD1	FANCA	KDM5B	LSM3	GLP1R	N4BP2L1	CCP110	ANPEP	FAM86A
NFATC2IP	AC132216.1	TEX2	C9orf156	SPIRE2	ELK4	CAND2	CDKN1A	BRCA2	MYH11	BLM	UBN1
CACNG3	KIAA1549L	C17orf72	ZNF510	RP11-356C4.2	SOX13	VHL	FKBP5	CCDC169	TMC5	NGRN	CORO7
NUPR1	ABTB2	CSH2	ALG2	GAS8	BTG2	HACL1	CPNE5	POSTN	RP11-1035H13.3	GABARAPL3	DNAJA3
NSMCE1	CSTF3	POLG2	HABP4	FANCA	LGR6	XPC	MAPK13	FOXO1	C16orf45	PEX11A	RBFOX1
EIF3C	CAT	TUBD1	MSANTD3	FANCA	KLHDC8A	ATP2B2	CCDC167	SERTM1	ARL6IP1	ST8SIA2	FAM86A
SH2B1	KIF18A	ICAM2	TSTD2	DBNDD1	ZBED6	CAND2	ETV7	VWA8	NOMO3	ZNF710	USP7
SNX29P2	FSHB	RAD51C	PTCH1	TCF25	PIK3C2B	METTL6	FANCE	WBP4	RRN3	PLIN1	C16orf96
HS3ST4	METTL15	PTRH2	DKFZP434H0512	GAS8	CHIT1	SH3BP5	GLO1	FREM2	SHISA9	PLIN1	RP11-127I20.4
SLC5A11	NAT10	TANC2	TMEFF1	DBNDD1	KLHDC8A	VHL	C6orf222	SOHLH2	XYLT1	RP11-697E2.6	MGRN1
IL27	ARL14EP	PRKCA	HEMGN	CENPBD1	PPP1R15B	COLQ	CDKN1A	CCNA1	NDE1	AP3S2	NMRAL1
SULT1A1	FIBIN	CTD-2510F5.6	ZNF367	FANCA	SOX13	XPC	ARMC12	KBTBD6	NOMO1	PLIN1	CORO7
SPNS1	METTL15	APOH	TMEFF1	SPIRE2	FMOD	SYN2	RPL10A	UFM1	BFAR	TICRR	FAM86A
TUFM	PAX6	TLK2	C9orf156	TCF25	ZBED6	PPARG	KCTD20	NBEA	C16orf62	FANCI	EMP2
CCDC101	DCDC5	DDX42	C9orf156	RP11-356C4.2	PPP1R15B	HACL1	PI16	FAM216B	NPIPP1	RHCG	NUDT16L1
CD19	WT1	VMP1	CORO2A	RP11-356C4.2	FMOD	VHL	LHFPL5	RP11-298P3.4	PARN	POLG	ADCY9
ARHGAP17	EHF	MED13	MURC	TCF25	UBE2T	IRAK2	RAB44	CCNA1	SYT17	NR2F2	RBFOX1
SULT1A1	BDNF	RAD51C	FAM22G	MC1R	GOLT1A	COLQ	PNPLA1	PDS5B	C16orf45	MCTP2	TMEM114
AQP8	DNAJC24	CEP95	GABBR2	CENPBD1	PPP1R12B	EAF1	TMEM217	ALG5	RP11-719K4.2	PRC1	SLX4
PALB2	GAS2	PPM1D	FAM22G	RP11-356C4.2	MYOG	ZFYVE20	DNAH8	MTRF1	PLA2G10	C15orf32	NUDT16L1
SNX29P2	HIPK3	VMP1	TMOD1	PRDM7	SYT2	VHL	KCNK17	EXOSC8	C16orf45	WDR93	SEC14L5
PALB2	FBXO3	INTS2	ANP32B	DBNDD1	SLC45A3	FANCD2	CLPSL2	UFM1	GDE1	RCCD1	USP7
SH2B1	FIBIN	CTD-2510F5.6	BAAT	DBNDD1	PPP1R15B	FANCD2	PI16	MRPS31	ITPRIPL2	RGMA	NMRAL1
SULT1A2	SLC17A6	RAD51C	NR4A3	CENPBD1	SLC45A3	WNT7A	MAPK14	FOXO1	C16orf88	ZNF710	NMRAL1
PLK1	LIN7C	MRC2	ALG2	TCF25	PPP1R15B	HRH1	MDGA1	TNFSF11	UMOD	HDDC3	METTL22
PALB2	BBOX1	METTL2A	FAM22G	GAS8	PLEKHA6	WNT7A	GLP1R	KL	TMC7	TICRR	AC012676.1
ATXN2L	MPPED2	BRIP1	NCBP1	FANCA	DSTYK	TMEM43	CPNE5	N4BP2L1	C16orf45	GABARAPL3	ANKS3
HS3ST4	ANO5	CACNG1	TSTD2	C16orf3	KDM5B	WNT7A	C6orf222	CCDC169-SOHLH2	CCP110	SPATA8	NUDT16L1
ERN2	BDNF	BRIP1	FOXE1	AC133919.6	SLC45A3	GHRL	LHFPL5	RP11-298P3.4	RP11-719K4.2	MESP2	PMM2
TNRC6A	LMO2	LIMD2	DKFZP434H0512	DBNDD1	KLHL12	GHRL	COX6A1P2	EXOSC8	RP11-1212A22.2	MESP1	TMEM186
CD19	CAPRIN1	VMP1	MSANTD3-TMEFF1	SPIRE2	BTG2	COLQ	MAPK13	MTRF1	ABCC1	RCCD1	DNASE1
APOBR	LIN7C	DCAF7	C9orf156	FANCA	BTG2	C3orf20	MAPK14	CCDC169	ITPRIPL2	CRTC3	CORO7
SNX29P2	EHF	CYB561	TDRD7	TCF25	ADORA1	TPRXL	KCNK16	SERTM1	ABCC1	RGMA	MGRN1
AQP8	ABTB2	CCDC47	TEX10	RP11-356C4.2	SYT2	CHCHD4	CLPSL2	SPG20OS	NOMO3	C15orf38-AP3S2	ANKS3
GTF3C1	CCDC73	PRR11	FOXE1	DEF8	MYOG	CAPN7	CLPSL2	CCDC169-SOHLH2	NPIP	AP3S2	C16orf96
CD19	RP11-17A1.2	SMG8	INVS	TCF25	REN	AC034193.1	TEAD3	AKAP11	NTAN1	WDR93	C16orf72
IL21R	TCP11L1	CCDC47	AAED1	DBNDD1	ADIPOR1	HACL1	ETV7	SMAD9	XYLT1	C15orf32	SLX4
SULT1A2	ELP4	CACNG5	NCBP1	DEF8	RABIF	EAF1	KIF6	CSNK1A1L	PDXDC1	KIF7	NAGPA
CTB-134H23.2	LIN7C	AXIN2	PTCH1	PRDM7	KISS1	CAPN7	RAB44	SPG20	CCP110	HDDC3	TEKT5
SULT1A1	RP11-17A1.2	CA4	SEC61B	SPIRE2	ZC3H11A	RAF1	ETV7	N4BP2L2	UMOD	ZNF774	RBFOX1
LAT	KCNA4	TEX2	DKFZP434H0512	DBNDD1	KDM5B	HACL1	LHFPL5	EXOSC8	NOMO3	PRC1	ADCY9
ATXN2L	EIF3M	CEP112	MSANTD3-TMEFF1	MC1R	KLHL12	FBLN2	FTSJD2	NBEA	GPRC5B	CRTC3	NMRAL1
BOLA2	CAPRIN1	CTD-2510F5.6	C9orf156	TCF25	FMOD	MRPS25	GLP1R	KL	GDE1	ANPEP	CDIP1
SNX29P2	LUZP2	CACNG4	CTSL2	MC1R	TMEM183A	MKRN2	SRSF3	FAM48A	RP11-467M13.1	MESP1	RBFOX1
PALB2	HIPK3	GDPD1	C9orf156	RP11-356C4.2	SLC45A3	SLC6A1	DNAH8	MAB21L1	NOMO2	PEX11A	C16orf71
NSMCE1	WT1	ERN1	SEC61B	GAS8	OPTC	BRK1	MTCH1	TRPC4	PDXDC1	IQGAP1	GLIS2
CACNG3	SLC5A12	METTL2A	GALNT12	GAS8	SOX13	SLC6A1	CLPS	AKAP11	NPIPP1	HDDC3	TRAP1
ATP2A1	DCDC5	CSHL1	ALG2	PRDM7	BTG2	SLC6A1	CCDC167	KBTBD7	RP11-1212A22.2	TICRR	ANKS3
CTD-3203P2.2	ARL14EP	C17orf82	DKFZP434H0512	SPIRE2	BTG2	COLQ	BTBD9	NBEA	GPRC5B	SLCO3A1	HMOX2
LCMT1	ELF5	BRIP1	ALG2	DBNDD1	MFSD4	VGLL4	MTCH1	CCDC169-SOHLH2	CLEC19A	TICRR	TRAP1
SULT1A1	BBOX1	PTRH2	DKFZP434H0512	DBNDD1	LAX1	SEC13	PIM1	POSTN	PLA2G10	FANCI	GRIN2A
IL27	RCN1	APPBP2	TRIM14	C16orf3	SLC45A3	NR2C2	MAPK14	STOML3	COQ7	UNC45A	CREBBP
IL27	EIF3M	EFCAB3	GABBR2	FANCA	CHI3L1	FANCD2	DAAM2	SPG20	XYLT1	IDH2	UBN1
CD19	FSHB	SCN4A	TSTD2	DEF8	ATP2B4	TATDN2	CCDC167	RP11-298P3.4	CTD-2349B8.1	PLIN1	PAM16
DCTN5	NAT10	BCAS3	ANKS6	SPIRE2	PRELP	IQSEC1	MAPK13	UFM1	RRN3	ZNF710	GLYR1
NUPR1	AC132216.1	USP32	TBC1D2	RP11-356C4.2	TMCC2	SYN2	CCDC167	N4BP2L2	PDXDC1	TTLL13	NMRAL1
ERN2	QSER1	ICAM2	MSANTD3-TMEFF1	MC1R	GOLT1A	HACL1	STK38	NHLRC3	NOMO3	NGRN	C16orf72
TUFM	FBXO3	GNA13	ZNF782	GAS8	OPTC	FANCD2	CDKN1A	SLC25A15	FOPNL	CHD2	EMP2
LCMT1	FANCF	RP11-15E18.4	C9orf156	FANCA	MFSD4	FANCD2	FKBP5	KBTBD7	NOMO2	FURIN	GRIN2A
ARHGAP17	ELF5	MARCH10	TGFBR1	DBNDD1	ATP2B4	SLC6A1	SAYSD1	KBTBD7	ARL6IP1	ARRDC4	ATF7IP2
CCDC101	C11orf91	CSH2	MRPL50	FANCA	PLEKHA6	TPRXL	KCNK5	RGCC	ITPRIPL2	FAM174B	CORO7-PAM16
ZKSCAN2	SVIP	MAP3K3	CTSL2	FANCA	PPP1R15B	EAF1	SRSF3	ALG5	GPR139	MAN2A2	C16orf96
CACNG3	ELF5	LIMD2	C9orf174	TCF25	MDM4	FBLN2	TULP1	KBTBD7	GP2	POLG	PPL
RBBP6	RP11-17A1.2	STRADA	AAED1	AC133919.6	DSTYK	PPARG	FGD2	TNFSF11	RP11-719K4.1	NR2F2	USP7
SULT1A2	FBXO3	AC005544.1	ANKS6	GAS8	KISS1	PPARG	DNAH8	SERTM1	ERCC4	FURIN	ALG1
KIAA0556	SVIP	RGS9	FANCC	DEF8	SLC45A3	BRK1	TMEM217	UFM1	BFAR	CRTC3	TMEM114
HS3ST4	HIPK3	CCDC47	ANKS6	PRDM7	DSTYK	HRH1	CPNE5	FAM48A	NOMO2	AP3S2	DNAJA3
RBBP6	KCNA4	APOH	NR4A3	DEF8	PIK3C2B	CAPN7	C6orf222	PROSER1	PDXDC1	FANCI	ALG1
SULT1A2	FIBIN	CSH1	HIATL2	RP11-356C4.2	LGR6	FANCD2	DAAM2	CCDC169	COQ7	POLG	HMOX2
CCDC101	CSTF3	PSMC5	ANKS6	TCF25	ADIPOR1	WNT7A	GLO1	CCNA1	SHISA9	SEMA4B	TFAP4
SBK1	GAS2	BCAS3	ANKS6	RP11-356C4.2	BTG2	BRK1	LHFPL5	KBTBD7	FOPNL	C15orf38-AP3S2	VASN
EIF3C	SLC5A12	SKA2	GALNT12	TCF25	ADIPOR1	SH3BP5	DNAH8	FOXO1	GPR139	SPATA8	TMEM186
SULT1A2	FBXO3	GH2	BAAT	MC1R	BTG2	HACL1	PNPLA1	DCLK1	RP11-1035H13.3	PRC1	CREBBP
KIAA0556	RP11-17A1.2	PRR11	ZNF367	GAS8	RP11-480I12.4	HDAC11	LHFPL5	N4BP2L2	AC092291.2	RHCG	NAGPA
CTB-134H23.2	FANCF	RGS9	FOXE1	PRDM7	MFSD4	BTD	MDGA1	FAM48A	XYLT1	CIB1	USP7
LAT	SVIP	AC005544.1	SLC35D2	C16orf3	SLC45A3	COLQ	C6orf222	DGKH	RP11-719K4.2	WDR93	ROGDI
GSG1L	ANO5	LRRC37A3	ZNF782	AC133919.6	PPP1R12B	CHCHD4	DNAH8	TNFSF11	SYT17	MCTP2	PAM16
IL27	GAS2	LRRC37A3	SEC61B	FANCA	MFSD4	TATDN2	FTSJD2	MTRF1	PARN	C15orf38	ROGDI
NPIPL1	KIF18A	APPBP2	HEMGN	PRDM7	MDM4	BRK1	FTSJD2	SOHLH2	TMC7	FANCI	TEKT5
SBK1	GAS2	KCNH6	ZNF510	CENPBD1	CHI3L1	ZFYVE20	RAB44	SLC25A15	PDXDC1	CIB1	MGRN1
RBBP6	LUZP2	STRADA	ZNF782	DBNDD1	ELK4	AC034193.1	SLC26A8	NBEA	GPRC5B	ANPEP	DNASE1
